sample_name,read_type,source_type,file_path_1,file_path_2,checksum_1,checksum_2
ERR3447816,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447816/ERR3447816_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447816/ERR3447816_2.fastq.gz,228865b30bad5c9e0fc738b4172c94ce,1ebc817df97f2baf87cee91dc9d90ab2
ERR3447817,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447817/ERR3447817_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447817/ERR3447817_2.fastq.gz,fccf6c293a90c39724fa3683a7bb07af,561e71d795774ee55d325dc4ab4f404c
ERR3447818,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447818/ERR3447818_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447818/ERR3447818_2.fastq.gz,23c992c8ce1b5b0d178592e97e4babd1,a4ae7a2bd0b081271f7ec53da3c524fa
ERR3447819,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447819/ERR3447819_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447819/ERR3447819_2.fastq.gz,29cb70f11b27c49bc180fda0dd44944e,f7d5296eea855fd233e1ffc57f482900
ERR3447820,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447820/ERR3447820_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447820/ERR3447820_2.fastq.gz,768bf739f81c7bc1d5aa87a367b6e9b8,d191468436f2e9a7a5ea517af29a6d5b
ERR3447821,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_2.fastq.gz,c8a206f5c9c3652112b8ddc2478659ed,7cc04dbdd85c743ad2d659cdb93233c9
ERR3447822,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_2.fastq.gz,e2403930fe60a434d19cfafe1b4ed786,4bf37d1a2476cbab592fd9eca6170f64
ERR3447823,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_2.fastq.gz,5addca681f68cac004b8b4f4e4cc5a37,19e949a0d9699be2011837f1bbcc18e2
ERR3447824,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_2.fastq.gz,92b2a84622dc1bb4e35b7a43ca9405b4,e84c4015144f2964230e0974714e6091
ERR3447825,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_2.fastq.gz,1479a1600189a45d816e5b3111ef75e5,53ba65c44d335bb596cadaaf555efad1
ERR3447826,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_2.fastq.gz,2d8f2d8b3ded302b6b20052c7054d58a,92af60f05b0d29d669333fc85dfb058d
ERR3447827,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_2.fastq.gz,1632cd39967cd5368deaaec0508e51ae,8374e5fd2ad60c4940fc1f9281dbfe4d
ERR3447828,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_2.fastq.gz,7a196e2f9cb5263f4ee411f893f2fb3e,dff84d7a56793eee242d7ef754f90faa
ERR3447829,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_2.fastq.gz,8d7bfbe0c1558b227542eb4bbabab2e1,f247aa76eebd38e5543b722aab0ed7b8
ERR3447830,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_2.fastq.gz,db98eaefdc9735da24ac230b62c32ce5,9cb076ef37c5e858c7504d95d7718432
ERR3447831,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_2.fastq.gz,c9dfeb79ee81290ce6c864739a9ea6b4,1011c7192e69197be60b05cac9abb025
ERR3447832,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_2.fastq.gz,b8baab275491a7b74f86821d97039aed,7c7bb91f510078b809d7cf312772ee1c
ERR3447833,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_2.fastq.gz,a4c52099b93668631748b6578fa8df05,82905b571df79a63b2552414638632da
ERR3447834,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_2.fastq.gz,453b08e2e02d9997835427147a613f93,d0bc0c4406a428c4265544c6748d76f0
ERR3447835,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_2.fastq.gz,38824ae7abf9a2282bbfde8355967419,f04ada41f2c28eac89d2c50c9e70f0ff
ERR3447836,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_2.fastq.gz,d93cd07797c1c4056bc7b3562a438bb3,44d7f605783a2045f0ab321c898ba95d
ERR3447837,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_2.fastq.gz,a3a27200a35266d2458ab0fe83cd4ea4,a4f998cc1dc5c77e3f462b7dde257920
ERR3447838,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_2.fastq.gz,03b14e4fbb304383930f5ecc11e05110,b03c8c12d9a14aeea5947eff4f1b966c
ERR3447839,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_2.fastq.gz,3c927fe8af3117c0a0fc2bac00e47245,88686fdc53f95d45d6a560ad3ca400d1
ERR3447840,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_2.fastq.gz,4c84770d75b02301c69caf1375a1fe70,989fb36de7a26b1b98adb519426789d6
ERR3447841,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_2.fastq.gz,aa8f398942f9457f9b9c4716c0f8a739,da81d87b02ace955e090fe0dae53fa62
ERR3447842,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_2.fastq.gz,def63010310e6d08c34d2b0c76f3b7c3,86e1aaf87041d1297036e1122e69e28f
ERR3447843,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_2.fastq.gz,339e952b27959248b82efe5368e980fb,8fb6e86aaa9dbab8c9b6a30c81ef5267
ERR3447844,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_2.fastq.gz,c1e52b0e443685e27f49806961d65d1b,d61354e2c912543b5f9bd4bb6c41d9be
ERR3447845,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_2.fastq.gz,1df94849e47f7627571ed1aa7999d8af,21eb24c6ea52e07020897558353ee50f
ERR3447846,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_2.fastq.gz,b00ccc9462b429339ab7a10ca7ed49b2,056387c88e719a87ff9ab4c1b1f38f25
ERR3447847,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_2.fastq.gz,cfbfe546e58c6c93404fb358c07cc2f1,c2ca25c8a006c061cae309a3e2e09bf9
ERR3447848,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_2.fastq.gz,898f6abb23a345095e1b98b9dfcabdaf,b0d2d0fe94bc50ce28190d603619b038
ERR3447849,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_2.fastq.gz,f40ad981b4a2093c0fef46cc020d7556,c5ee6e8b15964409a814bf2d101287e8
ERR3447850,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_2.fastq.gz,a85e26abd8d2df62e8b57bc6335824c2,e420492729f85241513377c6df86551f
ERR3447851,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447851/ERR3447851_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447851/ERR3447851_2.fastq.gz,70a7ad4b7d879532507cec1dcc7bff13,76739951135ad33ebaf2e4c35bfce0e7
ERR3447852,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447852/ERR3447852_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447852/ERR3447852_2.fastq.gz,1288f996a5218c66b22e4443e73d50bd,f5ba173665261d31531b47b9a037cd4a
ERR3447853,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447853/ERR3447853_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447853/ERR3447853_2.fastq.gz,c71bddffdea0a8a634d757e2fb9191fb,8e2b35a6e8f856eb2c281022d2d0c1f6
ERR3447854,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447854/ERR3447854_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447854/ERR3447854_2.fastq.gz,10575d39ceffe693ddfad56f96cfcfcc,ce915d6368d21bf205fb35cfe63fac1d
ERR4160684,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/004/ERR4160684/ERR4160684.fastq.gz,,fc543a6467b6e988b4cf6655efc6f461,
ERR4160685,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/005/ERR4160685/ERR4160685.fastq.gz,,8821a8444578e884fb1426f3a909a741,
ERR4160686,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/006/ERR4160686/ERR4160686.fastq.gz,,f3483ab02154652d471b400f9c8da913,
ERR4160687,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/007/ERR4160687/ERR4160687.fastq.gz,,f3108947005325f50550f16b7ebd55bf,
ERR4704791,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/001/ERR4704791/ERR4704791.fastq.gz,,d4f4f7a9e20adf07e79f7abcb341d6da,
ERR4704792,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/002/ERR4704792/ERR4704792.fastq.gz,,5210bf707509ad8d4d0937f8bf67304b,
ERR4704793,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/003/ERR4704793/ERR4704793.fastq.gz,,521c9c98db879be34c63d9d4392318fb,
ERR4704794,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/004/ERR4704794/ERR4704794.fastq.gz,,4df25d39dce968a97cd475499738462a,
ERR4704795,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/005/ERR4704795/ERR4704795.fastq.gz,,cce317318d1a08420b5134a70506f743,
ERR4704796,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/006/ERR4704796/ERR4704796.fastq.gz,,b0d194d5da6a04246717908c52ff7947,
ERR4846464,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/004/ERR4846464/ERR4846464.fastq.gz,,f4a8a316501732f656372b87b2318ed8,
ERR4846465,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/005/ERR4846465/ERR4846465.fastq.gz,,218dcee33c9ee9cfc3b9d3c57f1882b0,
ERR4846466,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/006/ERR4846466/ERR4846466.fastq.gz,,407378c5d3194bc9a223df4b873d8d59,
ERR4846467,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/007/ERR4846467/ERR4846467.fastq.gz,,6583d9062893b07d1e61f0af72db9d47,
ERR4846468,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/008/ERR4846468/ERR4846468.fastq.gz,,5afa9741ddd33d49b60dcecb601a361f,
ERR4846469,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR484/009/ERR4846469/ERR4846469.fastq.gz,,657622e8ee5611a9860f7b13cbe1759d,
ERR556937,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR556/ERR556937/ERR556937_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR556/ERR556937/ERR556937_2.fastq.gz,e1c45567bc013e604c77b245b8a83ad5,00be736351f2f9f51b79065516e800d4
ERR556936,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR556/ERR556936/ERR556936_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR556/ERR556936/ERR556936_2.fastq.gz,6b66886b65d2174c5132582147cc8dd4,6bd3a9d4b1b3eec0816b0586b1a9d1b4
ERR556939,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR556/ERR556939/ERR556939_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR556/ERR556939/ERR556939_2.fastq.gz,04b855266221f0e857c12da03a2f9417,040b9bcd8c1357e5353cdb3cfe8bd985
ERR556938,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR556/ERR556938/ERR556938_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR556/ERR556938/ERR556938_2.fastq.gz,facbe002d71b487440bbdd8f02f4c216,c4845c0f1195f6f30de160a04b390301
ERR6325891,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/001/ERR6325891/ERR6325891.fastq.gz,,65aa39c1c8297b24ca9d06579f0e0ef4,
ERR6325892,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/002/ERR6325892/ERR6325892.fastq.gz,,d412c8d206c4174be771f699727b5df2,
ERR6325893,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/003/ERR6325893/ERR6325893.fastq.gz,,0aa84f6d337b63166df91984fb32f312,
ERR6325894,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/004/ERR6325894/ERR6325894.fastq.gz,,17aba47568893c841626822228d8fcfa,
ERR6325895,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/005/ERR6325895/ERR6325895.fastq.gz,,34c273311cc50a33be7e6a550a1a88fd,
ERR6325896,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/006/ERR6325896/ERR6325896.fastq.gz,,ada2175ea8342ca5dd36e8b2356f6d91,
ERR6325897,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/007/ERR6325897/ERR6325897.fastq.gz,,ef4360106f3f7cd5d537ccb192fa94c1,
ERR6325898,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/008/ERR6325898/ERR6325898.fastq.gz,,758e7ab91fea228e36df1771aeb281a8,
ERR6325899,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/009/ERR6325899/ERR6325899.fastq.gz,,c758d6859ca38d07abe3e37532df8698,
ERR6325900,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/000/ERR6325900/ERR6325900.fastq.gz,,0dd8181defd69edd82a32a19653245ec,
ERR6325901,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/001/ERR6325901/ERR6325901.fastq.gz,,c59293f4ee6946f0112c9cb155c86c9a,
ERR6325902,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/002/ERR6325902/ERR6325902.fastq.gz,,6c2c0a163652cd17acdd509090d06099,
ERR6325903,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/003/ERR6325903/ERR6325903.fastq.gz,,061826f59cf040986301558f2cac5aa1,
ERR6325904,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR632/004/ERR6325904/ERR6325904.fastq.gz,,4886010c23593f51106e482a5586a9a7,
ERR789033,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789033/ERR789033_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789033/ERR789033_2.fastq.gz,86e59147b32ac46c1d60f624a977955f,a6b3fdf5140711e823cad64a358f4211
ERR789034,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789034/ERR789034_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789034/ERR789034_2.fastq.gz,10718bf91a1e7b3aa05d5b9e5bd180d2,c0e255edebff493294e9010dc379136d
ERR789035,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789035/ERR789035_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789035/ERR789035_2.fastq.gz,1bb879a1a0fc9f521f509a2cd3fa635d,05b65e14c50f0be6a17e747468910822
ERR789036,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789036/ERR789036_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789036/ERR789036_2.fastq.gz,4e96d8ee53346afa84dd0afd60697d65,97ae959c0e39ac5b00be2a7697a7238f
ERR789059,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789059/ERR789059_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789059/ERR789059_2.fastq.gz,659c89862586db1e640a358e762e56dc,57f5a65294783f731af62e36ee5272d0
ERR789060,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789060/ERR789060_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789060/ERR789060_2.fastq.gz,bd69e87ab4bb8c54b50d2598b1051ed2,dcc615b5fa83683ae80f63aac54ba96a
ERR789061,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789061/ERR789061_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789061/ERR789061_2.fastq.gz,250e09cd6a256435ade311871cd01a12,cf7b457f82b17c733fe35424366399d0
ERR789062,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789062/ERR789062_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR789/ERR789062/ERR789062_2.fastq.gz,2a8b057cb802638edc0aa1083c08c0d2,b72e72891c1e909cb83aa069f68e7ae2
SRR14459737,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/037/SRR14459737/SRR14459737_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/037/SRR14459737/SRR14459737_2.fastq.gz,00898fc485dfffcf1ec0c8e5d3a9aef2,afa481fff23450ca5cd4ec6de8182368
SRR14459736,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/036/SRR14459736/SRR14459736_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/036/SRR14459736/SRR14459736_2.fastq.gz,378de8ab2ded9a68dddd7f42fcc8f67c,862fb52c42af3f2e2f74db4aee5108a5
SRR14459735,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/035/SRR14459735/SRR14459735_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/035/SRR14459735/SRR14459735_2.fastq.gz,0f921345459cad7aaaf4575c0ec3ae7e,c6def7e3cef4d5185939e401b19ae529
SRR14459734,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/034/SRR14459734/SRR14459734_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/034/SRR14459734/SRR14459734_2.fastq.gz,6c3d998f934cd871a51e682b2f7e80b7,f9b37b980c2485971c41980e20388951
SRR14459733,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/033/SRR14459733/SRR14459733_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/033/SRR14459733/SRR14459733_2.fastq.gz,7b2a9961e5408435fa677735701a1e4c,e4911c2cc5f5e13d5ee8e5da7fa380da
SRR14459732,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/032/SRR14459732/SRR14459732_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/032/SRR14459732/SRR14459732_2.fastq.gz,4863044d02228c8fcb520172c97e28b6,33c84877767fed197540ad990b7bb5d1
SRR14459731,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/031/SRR14459731/SRR14459731_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/031/SRR14459731/SRR14459731_2.fastq.gz,c543dfe408dda9aa0b5f1bab8d5374fa,18c74fc37b7808720c3c3817be4321b7
SRR14459730,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/030/SRR14459730/SRR14459730_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/030/SRR14459730/SRR14459730_2.fastq.gz,3199b10f597ab0e326b0dada1ed77593,1d03d317299db7311cadf35a3fc5fb24
SRR14459729,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/029/SRR14459729/SRR14459729_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/029/SRR14459729/SRR14459729_2.fastq.gz,5fff6f3167aed1b7e52460f72d184c6a,5f5354f9b037876b031b18026d1c0b56
SRR14459728,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/028/SRR14459728/SRR14459728_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/028/SRR14459728/SRR14459728_2.fastq.gz,065b1639c4f3472047248de364740ca5,ee6465a816e699bb01f852961bdfbe61
SRR14459727,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/027/SRR14459727/SRR14459727_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/027/SRR14459727/SRR14459727_2.fastq.gz,e8cf8189cda9dc7fbff5a14628824013,d149ba1af0e3641564fb0577aa220cb4
SRR14459726,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/026/SRR14459726/SRR14459726_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/026/SRR14459726/SRR14459726_2.fastq.gz,a0f9dcddfe9e979decc55e3cc88b55c9,e4e2dd26196c0e8466bf2a69c093f0db
SRR14459725,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/025/SRR14459725/SRR14459725_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/025/SRR14459725/SRR14459725_2.fastq.gz,3d0f2bbc0aff32508facacefb840ad32,3173993d8ead9c87c0ed1ca8f4ddc7ca
SRR14459724,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/024/SRR14459724/SRR14459724_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/024/SRR14459724/SRR14459724_2.fastq.gz,1106fdb6a468f0627d7ce939b7a056a1,adfba462a991f8e7da9c402825d7b0cc
SRR14459723,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/023/SRR14459723/SRR14459723_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/023/SRR14459723/SRR14459723_2.fastq.gz,be2557ba215e9418da99f900ab750073,6ff3f81fcbdafc70eee6ed7c2de31220
SRR14459722,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/022/SRR14459722/SRR14459722_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR144/022/SRR14459722/SRR14459722_2.fastq.gz,f206f0b56d7568365897d66a9eaaed96,845ea28f7eeb87d33ef5addceea563ac
