sample_name,read_type,source_type,file_path_1,file_path_2,checksum_1,checksum_2
ERR1395525,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_2.fastq.gz,827eae8b1b57e4fa8e9d011671f25e58,81e7a66ad2fff78de39b75de6e35aea5
ERR1413153,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_2.fastq.gz,00cc6d3bf35480772dec23faca7fbfc8,e5e483ba96588d2f9e7a14cdabc55006
ERR1413154,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_2.fastq.gz,2bf7c2625d60cbc85493fcabfe724b82,d2684ad20161dca32163ca7e3fdf9f21
ERR2222763,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_2.fastq.gz,3fd79d22f2351cec8ee81a0e3bcd4daa,1f13fe6108f509a68cbd7a1e47059a42
ERR2222764,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_2.fastq.gz,29d77facc43b20654d3518cb6717141b,6658be307a1677a5deb6835c5436aa1b
ERR2222765,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_2.fastq.gz,133719458908d8348ec85da6dadc5e92,169d8bd407d3a1de0779a1d10344313c
ERR2222766,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_2.fastq.gz,dae7bc2359f6ef64c3e70fe23c5c3eb9,9a2bb2957843161f2ce367bb52dc0f78
ERR2222767,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_2.fastq.gz,b8fa4f2317089635ba4d95549c07a197,6deaa59fe480f4d5afaca8547e2b964f
ERR2222768,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_2.fastq.gz,8b0d2ef4bde104583500e8267b208263,75a2bbf33acbb20c009a2a1f24a183dc
ERR2222769,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_2.fastq.gz,719a52d1e8bc6e6b302e7d77dffbdcbc,32d81570583eedf42e636bbac8f04e4d
ERR2222770,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_2.fastq.gz,82589556cf5117fad5ad1caa2da1e19b,87aa654ff777e183307b02ef3afd5ee2
ERR2222771,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_2.fastq.gz,eea9b01ed30682a335def29953386d4d,27223601fd325ea942910b0a670e7aa6
ERR2222772,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2222772/ERR2222772_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2222772/ERR2222772_2.fastq.gz,4f3afff87012ee41975d4d49a596ab2b,6f20a02aea7a97259931db3edcafbe39
ERR2222773,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222773/ERR2222773_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222773/ERR2222773_2.fastq.gz,118742e8ba8bb398774b2b7c73fac753,17e027ff7a01352c64d44577f1be4cd1
ERR2222774,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222774/ERR2222774_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222774/ERR2222774_2.fastq.gz,8765376a930fa5fb34f695796677e457,af3d404c66ab5652911d35f5859655eb
ERR2812444,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR281/004/ERR2812444/ERR2812444_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR281/004/ERR2812444/ERR2812444_2.fastq.gz,812b43346ddeeb473ec4b01090807176,a02614e37a9acad8f42816ee1db920c0
ERR2812445,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR281/005/ERR2812445/ERR2812445_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR281/005/ERR2812445/ERR2812445_2.fastq.gz,ecc0fe46ad0d8d0da3395b76feee1120,87edd0660e86a74acbdb41abfe56e266
ERR3014707,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/007/ERR3014707/ERR3014707_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/007/ERR3014707/ERR3014707_2.fastq.gz,47dfcd2a24469a923c93e8938f6fa7ec,2b79731735afb9219c271ce16a7a7011
ERR3014708,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/008/ERR3014708/ERR3014708_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/008/ERR3014708/ERR3014708_2.fastq.gz,c9176833376037d037d7da3927f6ac16,201e026859801afbba53776967e0a780
ERR3014709,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/009/ERR3014709/ERR3014709_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/009/ERR3014709/ERR3014709_2.fastq.gz,1bc8a02c83b9c3a480a3c417726657ba,53251d9acbfa81bbf9ae49fcd96a0bdd
ERR3014710,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/000/ERR3014710/ERR3014710_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/000/ERR3014710/ERR3014710_2.fastq.gz,4ac1dcc2de6934e95a6a4e23e252ee7e,16675452ebfbae97bd7c19d670f1dc73
ERR3014711,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/001/ERR3014711/ERR3014711_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/001/ERR3014711/ERR3014711_2.fastq.gz,ac64a79ea95c3264080c558272aced0c,e81100364a00a66164cbd1e324095399
ERR3014712,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/002/ERR3014712/ERR3014712_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/002/ERR3014712/ERR3014712_2.fastq.gz,5df28114c011d3c16f99a4251e971119,edfd5febb96750c60af44dd1ae50387e
ERR3014713,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/003/ERR3014713/ERR3014713_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/003/ERR3014713/ERR3014713_2.fastq.gz,ff13c51a2ffe85b8d873db1c04dd91ec,6e6f729f2c0b84f20a26be9b12b1e14d
ERR3014714,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/004/ERR3014714/ERR3014714_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR301/004/ERR3014714/ERR3014714_2.fastq.gz,81e0799f2b82cc40dbde51a26462dc40,71b30caf621ac3af5d05929ae00dded8
ERR3380213,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/003/ERR3380213/ERR3380213.fastq.gz,,d01168a5ae693c32ab504db8597fd385,
ERR3380214,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/004/ERR3380214/ERR3380214.fastq.gz,,13003b3b064625a95a65b50d5f8044d1,
ERR3380215,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/005/ERR3380215/ERR3380215.fastq.gz,,bb7074f4f7474ef6dff56fdfceec97f4,
ERR3380216,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/006/ERR3380216/ERR3380216.fastq.gz,,765123e1b0f76cf3ffd2b6af8f4ededf,
ERR3380217,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/007/ERR3380217/ERR3380217.fastq.gz,,2cbe26cce56705833577c07b2daf115f,
ERR3380219,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/009/ERR3380219/ERR3380219.fastq.gz,,1c28308e9128c7bfa9643f43d36b4457,
ERR3380220,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/000/ERR3380220/ERR3380220.fastq.gz,,af4089d84efdaa6633cc908dfc771a55,
ERR3380229,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/009/ERR3380229/ERR3380229.fastq.gz,,7ef37785631954956df7f59d6ea95290,
ERR3380230,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/000/ERR3380230/ERR3380230.fastq.gz,,7b548f0044d3bd0ec375dfd1cc011d70,
ERR3380231,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/001/ERR3380231/ERR3380231.fastq.gz,,243ac20d0c95e0d8eb2c09e4bcb9fff2,
ERR3380232,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/002/ERR3380232/ERR3380232.fastq.gz,,c9ea1dd37f6c23bec489b0a4216c6fc3,
ERR3380233,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/003/ERR3380233/ERR3380233.fastq.gz,,4815ee6c885586122d25b54d16733181,
ERR3380234,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/004/ERR3380234/ERR3380234.fastq.gz,,3762f902309be1edc022bd876732e608,
ERR3380235,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/005/ERR3380235/ERR3380235.fastq.gz,,a4a13fba7b2a806c304b57c349d030eb,
ERR3380236,single,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/006/ERR3380236/ERR3380236.fastq.gz,,5c9f2ffd702aca87bc89a26d9c15df21,
ERR3383643,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/003/ERR3383643/ERR3383643_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/003/ERR3383643/ERR3383643_2.fastq.gz,6aeacd359b520418dc2fb794b9ba672f,8429c1e60a59390bde0f94d8a244b38d
ERR3383644,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/004/ERR3383644/ERR3383644_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/004/ERR3383644/ERR3383644_2.fastq.gz,a92e49f0619e7db758c59c2ec55857e2,d90ebf1db32dc280c77d42ee576583fd
ERR3383645,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/005/ERR3383645/ERR3383645_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/005/ERR3383645/ERR3383645_2.fastq.gz,5631340cbc38bf22779ec903f932c083,d3756a63cdbdc22de77a275d4e0364fc
ERR3383646,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/006/ERR3383646/ERR3383646_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/006/ERR3383646/ERR3383646_2.fastq.gz,da7960bf3046559333d6f55112701a9d,82585f6aa3641c2215b467f7596cb6a0
ERR3447771,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447771/ERR3447771_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447771/ERR3447771_2.fastq.gz,33c87fee7547bb37b0239d26b0c74b20,48eb208bc11849138a3768cc446fae71
ERR3447772,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447772/ERR3447772_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447772/ERR3447772_2.fastq.gz,81e42f7bf1265e38a4cb038a8d5e2976,30bab170486f391f0535cf7e46a3467b
ERR3447773,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447773/ERR3447773_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447773/ERR3447773_2.fastq.gz,b1c02527c7d5c1cd19ee517dde5d8299,1c5d3973dd7cc8ae53ed6e554e520226
ERR3447774,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447774/ERR3447774_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447774/ERR3447774_2.fastq.gz,c362638d3548ff7d9e841dd5a9816969,95a2a085ed9c9d1f6d4a4d1fa312df58
ERR3447775,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447775/ERR3447775_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447775/ERR3447775_2.fastq.gz,d3fae708a6811ce0dda3d206d8ff62d8,2ed50a1dbb9e22f0dab98ee46a5dcbbe
ERR3447776,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447776/ERR3447776_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447776/ERR3447776_2.fastq.gz,777c2fd474908f8d955cba0ab878825a,2d9a673603ef9996ffd627c9181adb48
ERR3447777,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447777/ERR3447777_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447777/ERR3447777_2.fastq.gz,5d62968604f94234e541fb039ee93362,a82ff0e83c3209c73ab010f2abd90b3f
ERR3447778,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447778/ERR3447778_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447778/ERR3447778_2.fastq.gz,b6096c71df69a028708d211a7e58150f,08dafc0fde018d225d95a8a7e53eff13
ERR3447779,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447779/ERR3447779_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447779/ERR3447779_2.fastq.gz,f9ae17a724214f8ad5f10d25da876ad9,43174b8976e6af7f399e3d0c423213e6
ERR3447780,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447780/ERR3447780_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447780/ERR3447780_2.fastq.gz,c978426a1bec06ebc0b6f94bbac7ded5,97dd19fb68a51ad24382f42f16c17fd1
ERR3447781,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447781/ERR3447781_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447781/ERR3447781_2.fastq.gz,7c8ea1668fae7bbb32db34368bbbb126,513288f2775e5f738e4790de315f4947
ERR3447782,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447782/ERR3447782_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447782/ERR3447782_2.fastq.gz,f0172d243c1612c48977733b64f30301,8e270919ef7453cb079d26140df6de13
ERR3447783,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447783/ERR3447783_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447783/ERR3447783_2.fastq.gz,1bfb24bf9605cb6896d802bb5f308eb3,200ee9f1ddbf54ed5720f83f378bcaa0
ERR3447784,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447784/ERR3447784_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447784/ERR3447784_2.fastq.gz,22a1f17caa770545e0e614d581518621,f3fd85a7d6ef4f56c9ce3f640ece318b
ERR3447785,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447785/ERR3447785_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447785/ERR3447785_2.fastq.gz,93966cb179a3ee359028e53a1269a4e1,395c0b7dbaef56a9883c67ad21805571
ERR3447786,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447786/ERR3447786_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447786/ERR3447786_2.fastq.gz,b77e4a4728bc7f70e33f690b757d80f7,05a3a0cf278eae81e3cbcebdee9e9a15
ERR3447787,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447787/ERR3447787_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447787/ERR3447787_2.fastq.gz,080705cdcde9a8b017b38975c945ef4f,5b8e92499f76e8a9fb0e8fd651cb9b12
ERR3447788,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447788/ERR3447788_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447788/ERR3447788_2.fastq.gz,f91e7ab7f4f7b69836590c2c7e3f6d98,c3b370353d1d0aa0e4838986b484e50b
ERR3447789,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447789/ERR3447789_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447789/ERR3447789_2.fastq.gz,1f52f61d82d68db4ec2d082c2a0c2051,22f00d4511ce241d158dcea3c1b1bae9
ERR3447790,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447790/ERR3447790_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447790/ERR3447790_2.fastq.gz,7e6fd9c89bd38215baf295e06a5dbc22,ec7105958723a75eae244234f7b1bbe6
ERR3447791,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447791/ERR3447791_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447791/ERR3447791_2.fastq.gz,67edfb43f6290c9f215a4686bb09f79f,28626da23bf000057a0cb0a767f8d8fa
ERR3447792,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447792/ERR3447792_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447792/ERR3447792_2.fastq.gz,1af15c08a51439289517c8c9fc2865c2,ceec5327a0516a12ff04b65e041e7f91
ERR3447793,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447793/ERR3447793_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447793/ERR3447793_2.fastq.gz,43ea1073d37a630b8bde944b1e7698d8,98e3599ea12f74e8ff931d98bd77d700
ERR3447794,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447794/ERR3447794_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447794/ERR3447794_2.fastq.gz,008b551cb16c2fd15bbbd01cfd8b4567,ed2d57bc0985fd1e8b1cac6eabc1f89f
ERR3447795,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447795/ERR3447795_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447795/ERR3447795_2.fastq.gz,dd6feee7c4e2f591b431913f14332018,d1551b915f90e995dd00c9532e4f5a98
ERR3447796,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447796/ERR3447796_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447796/ERR3447796_2.fastq.gz,15f4b861934fe231c287638684fa66e8,dc4e3e742ebe1b4eb26083a49b7d0056
ERR3447797,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447797/ERR3447797_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447797/ERR3447797_2.fastq.gz,117bdc69c55a1acc5eb595e69e1a6bdd,a6bc42bcf10fd0938e36d409a9efe1cb
ERR3447798,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447798/ERR3447798_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447798/ERR3447798_2.fastq.gz,fae62b5d8f3cd3164477f3392865ff76,438dd066e8eec15dfea21e62b57fcb95
ERR3447799,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447799/ERR3447799_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447799/ERR3447799_2.fastq.gz,b8daa6656eba926d71a98d7731c0bf8c,c3a2b4d3309301a6dc7721872b89fdaa
ERR3447800,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447800/ERR3447800_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447800/ERR3447800_2.fastq.gz,79b778196c1bd1e3375b68ea5131812b,8ad35ca0f340eb956940541d9a259a45
ERR3447801,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447801/ERR3447801_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447801/ERR3447801_2.fastq.gz,29bd9071c00644cd1a29422d3e5c7aaa,8e3fcfd259fc07ffea43e853a6f31b1c
ERR3447802,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447802/ERR3447802_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447802/ERR3447802_2.fastq.gz,9b68cbdd9389bd651e33c8e3818b8143,0c56051481095f7ea0cd1e1fa84644e9
ERR3447803,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447803/ERR3447803_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447803/ERR3447803_2.fastq.gz,88b31132db0384e44f93fc1eba7bc51e,4514e07ac50414eed70683b6197f89e5
ERR3447804,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447804/ERR3447804_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447804/ERR3447804_2.fastq.gz,a4968af2cac2c3b728bc18fddfc559b7,d45b82680a843fa25cb779cd501f7643
ERR3447805,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447805/ERR3447805_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447805/ERR3447805_2.fastq.gz,a7372110ba65e26d1b05bef6b0e3d367,99fbf5e8195fbad52393647c038fa7fc
ERR3447806,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447806/ERR3447806_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447806/ERR3447806_2.fastq.gz,d5e0fa223dbeef5c8a32bd0c9512fabc,24c347827470510e41834c39f5705a7d
ERR3447807,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447807/ERR3447807_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447807/ERR3447807_2.fastq.gz,15122f13c1cf15e7199cd5fc0bc869d5,9fbe7655b273b0d3f4382fe38253005c
ERR3447808,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447808/ERR3447808_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447808/ERR3447808_2.fastq.gz,5d1128fee36b3682e34fe6f5294e05aa,036fe2f660009e9b6f03699982f91f2b
ERR3447809,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447809/ERR3447809_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447809/ERR3447809_2.fastq.gz,ed674b28b8619b1345e2c3e37f9f53ea,a3feff246ffd3df152afea8f6959edb0
ERR3447810,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447810/ERR3447810_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447810/ERR3447810_2.fastq.gz,343113c46f27f2780e84d00fa18aab28,4bd83603968b6651c4292461d1f04700
ERR3447811,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447811/ERR3447811_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447811/ERR3447811_2.fastq.gz,68c0c4c34ac8ef1f6a5149c9e00290b4,d6b45fe30872dfa749e893028e06e5c4
ERR3447812,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447812/ERR3447812_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447812/ERR3447812_2.fastq.gz,be4ee78f1b15e55c70c22165ee0caf13,3a2ed9c22f1a379a013ed1a255912882
ERR3447813,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447813/ERR3447813_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447813/ERR3447813_2.fastq.gz,a01f25c68eeba402ffdbb6234b30bb88,920fb4d6d7a5d0ca38715cc3b4728e8e
ERR3447814,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447814/ERR3447814_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447814/ERR3447814_2.fastq.gz,2da0077f5aaab3d7500af23d267846b0,8e4b6552be61d9412075011088a9c96e
ERR3447815,paired,ftp,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447815/ERR3447815_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447815/ERR3447815_2.fastq.gz,b2af93d62b6ce320bbc508d571887cae,5de3004b5b0f04d9c73eb66e0ac1f43e
