experiment,BES,MC,MES,array,sum,main_vsg
TbATR_2_RNAi36,12.093798381908243,1.1326486330790653,16.056707316462653,1.1151821868573932,30.39833651830736,-0.6769010455561351
TbCMT1_1_KO,1.0032228281403643,1.0,0.952515994732931,1.0,3.955738822873296,0.3214091548409135
TbESB1_1_RNAi24,1.9228751431878988,1.0115169533706312,2.0839954108371765,1.016403444307142,6.034790951702848,-1.8608825233329485
TbESB1_2_KO48,0.6728709364042266,1.0216910998634692,2.108809185472904,1.0519828054848035,4.855354027225403,-2.5111870116087136
TbESB1_3_OE24,3.019613190203178,0.998884631033052,7.368238074554074,1.0,12.386735895790304,-0.2486766844308781
TbHAT_1_RNAi48HAT1,0.4705614912288405,0.9610897630381834,2.875399592884908,1.0,5.307050847151931,-0.252075469014004
TbHAT_1_RNAi48HAT2,0.966408828093726,0.9709491070961164,3.584995335407219,1.00162530504392,6.523978575640981,-0.2073299977721174
TbPP1one_1_RNAi24,45.880462328225335,2.257050568470865,35.38129004294971,4.147202160026539,87.66600509967245,-0.1403208668071358
TbPP1seven_1_RNAi24,0.7453953036765543,0.9906795711111444,0.5807419461757787,1.0,3.3168168209634774,-0.6599185329814026
TbRAP1_1_2SD,26.97096524061879,2.6513383387634675,17.06801002936865,6.446337532872396,53.1366511416233,-1.3715177753173309
TbRAP1_1_5A,19.567272464506317,1.612393314821227,11.73212968689149,3.708544840533065,36.6203403067521,-2.012853704158493
TbRAP1_1_KO,56.68908261747025,2.14877168499948,28.42414201638949,4.401113234215881,91.6631095530751,-0.4585637122053302
TbRAP1_2_dMyb,91.11239939315404,3.5995120699279903,54.78067274773647,8.88828596894908,158.38087017976758,-0.7359427617797034
TbSAP_1_RNAi72,2.706907474956386,1.064747569094128,11.634088993454547,1.0654093097730597,16.47115334727812,-0.0097429830894757
VEX1_1_Oe72,6.089104752134965,1.0366279900848006,7.550859365583972,1.073075539955426,15.749667647759164,-0.2078237486767732
VEX1_2_RNAi72,2.0651907909286917,1.024728575975934,4.930967159716639,1.0,9.020886526621265,0.0993288664296928
VEX1_4_RNAi24,1.2757159182025128,1.0,3.2665798862754087,1.0,6.542295804477922,-0.0292110084602118
VEX1_5_RNAi48,1.6809547593741143,1.0,8.026628019670058,1.0,11.707582779044174,-0.1231516072285679
VEX1_6_RNAi72,2.0342749649003835,1.0,7.643660847138915,1.0,11.677935812039298,-0.0112304345177033
VEX1and2_1_RNAi24,63.863708126731694,1.027284383585142,61.1021354423186,1.014203028434279,127.00733098106971,-0.4639945930266363
VEX1and2_1_RNAi48,58.35365470015405,1.0510565810594137,92.4187638387901,1.0349719668631634,152.85844708686673,-0.8925390310942327
VEX2_1_RNAi24,48.12823973025061,1.01758587517645,17.47395218577042,1.018413243865591,67.63819103506307,-0.608436581953825
VEX2_1_RNAi48,47.725141737401366,1.038153052424709,10.75282566886644,1.0280921862456849,60.5442126449382,-0.6699560560070287
ZC3H28_1_RNAi10,0.9916488961769794,0.9889395802187386,0.983303085576815,0.9884150771549176,3.9523066391274506,-0.1567945142419536
ZC3H28_1_RNAi14,0.9376651442177802,1.0281347329785202,0.750911642109993,1.0,3.7167115193062936,-0.9520769473379244
ZC3H28_1_RNAi16,0.9281815555967168,1.0034489158982414,0.7500816263182114,0.9913845463139892,3.673096644127159,-0.7902167954648709
ZC3H28_1_RNAi24,0.9158404083297224,0.9806275906133156,0.9364254697152948,0.9859882283403836,3.8188816969987167,-1.1161287987100286
ZC3H40_1_RNAi72,1.969692993354289,1.001105874526383,2.296469661611224,1.0,6.267268529491896,-0.2615510850131891
ZC3H5_2_RNAi12,0.9809919436240436,1.0658789759073668,1.1316157260958934,1.063674540041595,4.242161185668899,-0.1432912585432134
ZC3H5_3_RNAi12,0.9137852836731066,1.0,1.1578582939858066,1.0,4.0716435776589135,-0.0367019463884134
ZC3H5_4_RNAi12,0.9475936434635568,1.0,1.8753777215591672,1.0,4.822971365022724,0.6272122883731722
ZC3H5_5_RNAi12,0.6629447367998957,1.0,0.931416009073042,1.0,3.5943607458729376,-0.1306202854034701
